NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
1327,2021-07-26,20:44:39:837922,DC VOLTAGE,50V,MEDIUM,4.378534
1328,2021-07-26,20:44:44:846989,DC VOLTAGE,50V,MEDIUM,4.378275
1329,2021-07-26,20:44:49:850556,DC VOLTAGE,50V,MEDIUM,4.378263
1330,2021-07-26,20:44:54:861918,DC VOLTAGE,50V,MEDIUM,4.378097
1331,2021-07-26,20:44:59:875415,DC VOLTAGE,50V,MEDIUM,4.378209
1332,2021-07-26,20:45:04:877964,DC VOLTAGE,50V,MEDIUM,4.378269
1333,2021-07-26,20:45:09:890019,DC VOLTAGE,50V,MEDIUM,4.378413
1334,2021-07-26,20:45:14:894939,DC VOLTAGE,50V,MEDIUM,4.37834
1335,2021-07-26,20:45:19:901946,DC VOLTAGE,50V,MEDIUM,4.378116
1336,2021-07-26,20:45:24:909937,DC VOLTAGE,50V,MEDIUM,4.37828
1337,2021-07-26,20:45:29:912439,DC VOLTAGE,50V,MEDIUM,4.378428
1338,2021-07-26,20:45:34:924403,DC VOLTAGE,50V,MEDIUM,4.378149
1339,2021-07-26,20:45:39:933946,DC VOLTAGE,50V,MEDIUM,4.378414
1340,2021-07-26,20:45:44:950438,DC VOLTAGE,50V,MEDIUM,4.378293
1341,2021-07-26,20:45:49:962412,DC VOLTAGE,50V,MEDIUM,4.378447
1342,2021-07-26,20:45:54:974118,DC VOLTAGE,50V,MEDIUM,4.378341
1343,2021-07-26,20:45:59:987429,DC VOLTAGE,50V,MEDIUM,4.378443
1344,2021-07-26,20:46:05:002096,DC VOLTAGE,50V,MEDIUM,4.378345
1345,2021-07-26,20:46:10:013943,DC VOLTAGE,50V,MEDIUM,4.378451
1346,2021-07-26,20:46:15:020471,DC VOLTAGE,50V,MEDIUM,4.378613
1347,2021-07-26,20:46:20:028498,DC VOLTAGE,50V,MEDIUM,4.378351
1348,2021-07-26,20:46:25:038988,DC VOLTAGE,50V,MEDIUM,4.378495
1349,2021-07-26,20:46:30:045924,DC VOLTAGE,50V,MEDIUM,4.378606
1350,2021-07-26,20:46:35:057188,DC VOLTAGE,50V,MEDIUM,4.378464
1351,2021-07-26,20:46:40:062995,DC VOLTAGE,50V,MEDIUM,4.378629
1352,2021-07-26,20:46:45:080492,DC VOLTAGE,50V,MEDIUM,4.378745
1353,2021-07-26,20:46:50:091483,DC VOLTAGE,50V,MEDIUM,4.37837
1354,2021-07-26,20:46:55:094925,DC VOLTAGE,50V,MEDIUM,4.378711
1355,2021-07-26,20:47:00:106521,DC VOLTAGE,50V,MEDIUM,4.378458
1356,2021-07-26,20:47:05:118933,DC VOLTAGE,50V,MEDIUM,4.378495
1357,2021-07-26,20:47:10:136397,DC VOLTAGE,50V,MEDIUM,4.378775
1358,2021-07-26,20:47:15:149931,DC VOLTAGE,50V,MEDIUM,4.37845
1359,2021-07-26,20:47:20:159928,DC VOLTAGE,50V,MEDIUM,4.37852
1360,2021-07-26,20:47:25:165951,DC VOLTAGE,50V,MEDIUM,4.378755
1361,2021-07-26,20:47:30:182094,DC VOLTAGE,50V,MEDIUM,4.378682
1362,2021-07-26,20:47:35:184433,DC VOLTAGE,50V,MEDIUM,4.378636
1363,2021-07-26,20:47:40:188432,DC VOLTAGE,50V,MEDIUM,4.378701
1364,2021-07-26,20:47:45:205468,DC VOLTAGE,50V,MEDIUM,4.378794
1365,2021-07-26,20:47:50:220442,DC VOLTAGE,50V,MEDIUM,4.378799
1366,2021-07-26,20:47:55:234430,DC VOLTAGE,50V,MEDIUM,4.378621
1367,2021-07-26,20:48:00:237927,DC VOLTAGE,50V,MEDIUM,4.378436
1368,2021-07-26,20:48:05:246992,DC VOLTAGE,50V,MEDIUM,4.378526
1369,2021-07-26,20:48:10:255148,DC VOLTAGE,50V,MEDIUM,4.378527
1370,2021-07-26,20:48:15:255620,DC VOLTAGE,50V,MEDIUM,4.378697
1371,2021-07-26,20:48:20:269974,DC VOLTAGE,50V,MEDIUM,4.378776
1372,2021-07-26,20:48:25:284387,DC VOLTAGE,50V,MEDIUM,4.378846
1373,2021-07-26,20:48:30:301967,DC VOLTAGE,50V,MEDIUM,4.378699
1374,2021-07-26,20:48:35:307544,DC VOLTAGE,50V,MEDIUM,4.37883
1375,2021-07-26,20:48:40:315440,DC VOLTAGE,50V,MEDIUM,4.378762
1376,2021-07-26,20:48:45:325940,DC VOLTAGE,50V,MEDIUM,4.378743
1377,2021-07-26,20:48:50:339851,DC VOLTAGE,50V,MEDIUM,4.378699
1378,2021-07-26,20:48:55:344273,DC VOLTAGE,50V,MEDIUM,4.378923
1379,2021-07-26,20:49:00:350891,DC VOLTAGE,50V,MEDIUM,4.379088
1380,2021-07-26,20:49:05:359009,DC VOLTAGE,50V,MEDIUM,4.378839
1381,2021-07-26,20:49:10:364425,DC VOLTAGE,50V,MEDIUM,4.378604
1382,2021-07-26,20:49:15:373374,DC VOLTAGE,50V,MEDIUM,4.37891
1383,2021-07-26,20:49:20:390777,DC VOLTAGE,50V,MEDIUM,4.378818
1384,2021-07-26,20:49:25:393315,DC VOLTAGE,50V,MEDIUM,4.378865
1385,2021-07-26,20:49:30:397950,DC VOLTAGE,50V,MEDIUM,4.378867
1386,2021-07-26,20:49:35:409936,DC VOLTAGE,50V,MEDIUM,4.378942
1387,2021-07-26,20:49:40:417151,DC VOLTAGE,50V,MEDIUM,4.379121
1388,2021-07-26,20:49:45:427454,DC VOLTAGE,50V,MEDIUM,4.379201
1389,2021-07-26,20:49:50:434533,DC VOLTAGE,50V,MEDIUM,4.378763
1390,2021-07-26,20:49:55:437927,DC VOLTAGE,50V,MEDIUM,4.378788
1391,2021-07-26,20:50:00:446653,DC VOLTAGE,50V,MEDIUM,4.378929
1392,2021-07-26,20:50:05:453977,DC VOLTAGE,50V,MEDIUM,4.378956
1393,2021-07-26,20:50:10:460544,DC VOLTAGE,50V,MEDIUM,4.378948
1394,2021-07-26,20:50:15:464435,DC VOLTAGE,50V,MEDIUM,4.379048
1395,2021-07-26,20:50:20:477966,DC VOLTAGE,50V,MEDIUM,4.378787
1396,2021-07-26,20:50:25:493221,DC VOLTAGE,50V,MEDIUM,4.37886
1397,2021-07-26,20:50:30:506540,DC VOLTAGE,50V,MEDIUM,4.379029
1398,2021-07-26,20:50:35:512179,DC VOLTAGE,50V,MEDIUM,4.379147
1399,2021-07-26,20:50:40:523119,DC VOLTAGE,50V,MEDIUM,4.378939
1400,2021-07-26,20:50:45:540216,DC VOLTAGE,50V,MEDIUM,4.379036
1401,2021-07-26,20:50:50:545393,DC VOLTAGE,50V,MEDIUM,4.378979
1402,2021-07-26,20:50:55:558916,DC VOLTAGE,50V,MEDIUM,4.379013
1403,2021-07-26,20:51:00:564443,DC VOLTAGE,50V,MEDIUM,4.379117
1404,2021-07-26,20:51:05:567362,DC VOLTAGE,50V,MEDIUM,4.379045
1405,2021-07-26,20:51:10:582851,DC VOLTAGE,50V,MEDIUM,4.379166
1406,2021-07-26,20:51:15:599002,DC VOLTAGE,50V,MEDIUM,4.379076
1407,2021-07-26,20:51:20:605980,DC VOLTAGE,50V,MEDIUM,4.378945
1408,2021-07-26,20:51:25:621424,DC VOLTAGE,50V,MEDIUM,4.379234
1409,2021-07-26,20:51:30:632964,DC VOLTAGE,50V,MEDIUM,4.379118
1410,2021-07-26,20:51:35:646908,DC VOLTAGE,50V,MEDIUM,4.379133
1411,2021-07-26,20:51:40:657967,DC VOLTAGE,50V,MEDIUM,4.37912
1412,2021-07-26,20:51:45:662948,DC VOLTAGE,50V,MEDIUM,4.37911
1413,2021-07-26,20:51:50:669944,DC VOLTAGE,50V,MEDIUM,4.378897
1414,2021-07-26,20:51:55:687467,DC VOLTAGE,50V,MEDIUM,4.379253
1415,2021-07-26,20:52:00:700461,DC VOLTAGE,50V,MEDIUM,4.379148
1416,2021-07-26,20:52:05:711347,DC VOLTAGE,50V,MEDIUM,4.379212
1417,2021-07-26,20:52:10:722437,DC VOLTAGE,50V,MEDIUM,4.379088
1418,2021-07-26,20:52:15:729511,DC VOLTAGE,50V,MEDIUM,4.379137
1419,2021-07-26,20:52:20:736625,DC VOLTAGE,50V,MEDIUM,4.379185
1420,2021-07-26,20:52:25:749545,DC VOLTAGE,50V,MEDIUM,4.379107
1421,2021-07-26,20:52:30:757482,DC VOLTAGE,50V,MEDIUM,4.379127
1422,2021-07-26,20:52:35:765543,DC VOLTAGE,50V,MEDIUM,4.379278
1423,2021-07-26,20:52:40:777019,DC VOLTAGE,50V,MEDIUM,4.379298
1424,2021-07-26,20:52:45:778838,DC VOLTAGE,50V,MEDIUM,4.379175
1425,2021-07-26,20:52:50:780126,DC VOLTAGE,50V,MEDIUM,4.379192
1426,2021-07-26,20:52:55:785479,DC VOLTAGE,50V,MEDIUM,4.379269
1427,2021-07-26,20:53:00:803197,DC VOLTAGE,50V,MEDIUM,4.379104
1428,2021-07-26,20:53:05:806506,DC VOLTAGE,50V,MEDIUM,4.379003
1429,2021-07-26,20:53:10:819171,DC VOLTAGE,50V,MEDIUM,4.379325
1430,2021-07-26,20:53:15:822410,DC VOLTAGE,50V,MEDIUM,4.379343
1431,2021-07-26,20:53:20:830219,DC VOLTAGE,50V,MEDIUM,4.379223
1432,2021-07-26,20:53:25:845359,DC VOLTAGE,50V,MEDIUM,4.379646
1433,2021-07-26,20:53:30:857974,DC VOLTAGE,50V,MEDIUM,4.379293
1434,2021-07-26,20:53:35:868584,DC VOLTAGE,50V,MEDIUM,4.379478
1435,2021-07-26,20:53:40:873300,DC VOLTAGE,50V,MEDIUM,4.379447
1436,2021-07-26,20:53:45:888709,DC VOLTAGE,50V,MEDIUM,4.3793
1437,2021-07-26,20:53:50:891483,DC VOLTAGE,50V,MEDIUM,4.379444
1438,2021-07-26,20:53:55:908843,DC VOLTAGE,50V,MEDIUM,4.379375
1439,2021-07-26,20:54:00:914405,DC VOLTAGE,50V,MEDIUM,4.379371
1440,2021-07-26,20:54:05:931797,DC VOLTAGE,50V,MEDIUM,4.379369
1441,2021-07-26,20:54:10:948688,DC VOLTAGE,50V,MEDIUM,4.379337
1442,2021-07-26,20:54:15:957418,DC VOLTAGE,50V,MEDIUM,4.379016
1443,2021-07-26,20:54:20:973263,DC VOLTAGE,50V,MEDIUM,4.37938
1444,2021-07-26,20:54:25:985294,DC VOLTAGE,50V,MEDIUM,4.379531
1445,2021-07-26,20:54:30:990342,DC VOLTAGE,50V,MEDIUM,4.379159
1446,2021-07-26,20:54:36:001943,DC VOLTAGE,50V,MEDIUM,4.3794
1447,2021-07-26,20:54:41:018434,DC VOLTAGE,50V,MEDIUM,4.379277
1448,2021-07-26,20:54:46:031753,DC VOLTAGE,50V,MEDIUM,4.379195
1449,2021-07-26,20:54:51:046972,DC VOLTAGE,50V,MEDIUM,4.379633
1450,2021-07-26,20:54:56:054445,DC VOLTAGE,50V,MEDIUM,4.379521
1451,2021-07-26,20:55:01:067561,DC VOLTAGE,50V,MEDIUM,4.379506
1452,2021-07-26,20:55:06:072913,DC VOLTAGE,50V,MEDIUM,4.37939
1453,2021-07-26,20:55:11:077786,DC VOLTAGE,50V,MEDIUM,4.37946
1454,2021-07-26,20:55:16:089856,DC VOLTAGE,50V,MEDIUM,4.379512
1455,2021-07-26,20:55:21:105411,DC VOLTAGE,50V,MEDIUM,4.379523
1456,2021-07-26,20:55:26:109304,DC VOLTAGE,50V,MEDIUM,4.379428
1457,2021-07-26,20:55:31:114292,DC VOLTAGE,50V,MEDIUM,4.379426
1458,2021-07-26,20:55:36:128379,DC VOLTAGE,50V,MEDIUM,4.379469
1459,2021-07-26,20:55:41:132863,DC VOLTAGE,50V,MEDIUM,4.379496
1460,2021-07-26,20:55:46:150486,DC VOLTAGE,50V,MEDIUM,4.379594
1461,2021-07-26,20:55:51:155558,DC VOLTAGE,50V,MEDIUM,4.379427
1462,2021-07-26,20:55:56:169906,DC VOLTAGE,50V,MEDIUM,4.379483
1463,2021-07-26,20:56:01:177984,DC VOLTAGE,50V,MEDIUM,4.379513
1464,2021-07-26,20:56:06:193320,DC VOLTAGE,50V,MEDIUM,4.379362
1465,2021-07-26,20:56:11:208357,DC VOLTAGE,50V,MEDIUM,4.379512
1466,2021-07-26,20:56:16:224424,DC VOLTAGE,50V,MEDIUM,4.379428
1467,2021-07-26,20:56:21:228132,DC VOLTAGE,50V,MEDIUM,4.379507
1468,2021-07-26,20:56:26:231732,DC VOLTAGE,50V,MEDIUM,4.379471
1469,2021-07-26,20:56:31:247056,DC VOLTAGE,50V,MEDIUM,4.379603
1470,2021-07-26,20:56:36:253014,DC VOLTAGE,50V,MEDIUM,4.37954
1471,2021-07-26,20:56:41:255479,DC VOLTAGE,50V,MEDIUM,4.3795
1472,2021-07-26,20:56:46:271094,DC VOLTAGE,50V,MEDIUM,4.379345
1473,2021-07-26,20:56:51:276025,DC VOLTAGE,50V,MEDIUM,4.37966
1474,2021-07-26,20:56:56:278581,DC VOLTAGE,50V,MEDIUM,4.379643
1475,2021-07-26,20:57:01:284429,DC VOLTAGE,50V,MEDIUM,4.379414
1476,2021-07-26,20:57:06:295438,DC VOLTAGE,50V,MEDIUM,4.379617
1477,2021-07-26,20:57:11:298551,DC VOLTAGE,50V,MEDIUM,4.37958
1478,2021-07-26,20:57:16:307478,DC VOLTAGE,50V,MEDIUM,4.379456
1479,2021-07-26,20:57:21:316473,DC VOLTAGE,50V,MEDIUM,4.3798
1480,2021-07-26,20:57:26:334405,DC VOLTAGE,50V,MEDIUM,4.379535
1481,2021-07-26,20:57:31:348816,DC VOLTAGE,50V,MEDIUM,4.379291
1482,2021-07-26,20:57:36:357372,DC VOLTAGE,50V,MEDIUM,4.379606
1483,2021-07-26,20:57:41:366447,DC VOLTAGE,50V,MEDIUM,4.379518
1484,2021-07-26,20:57:46:379998,DC VOLTAGE,50V,MEDIUM,4.379755
1485,2021-07-26,20:57:51:382443,DC VOLTAGE,50V,MEDIUM,4.379679
1486,2021-07-26,20:57:56:393329,DC VOLTAGE,50V,MEDIUM,4.379436
1487,2021-07-26,20:58:01:409302,DC VOLTAGE,50V,MEDIUM,4.379634
1488,2021-07-26,20:58:06:426080,DC VOLTAGE,50V,MEDIUM,4.379767
1489,2021-07-26,20:58:11:432083,DC VOLTAGE,50V,MEDIUM,4.37951
1490,2021-07-26,20:58:16:437571,DC VOLTAGE,50V,MEDIUM,4.379615
1491,2021-07-26,20:58:21:443012,DC VOLTAGE,50V,MEDIUM,4.379673
1492,2021-07-26,20:58:26:451094,DC VOLTAGE,50V,MEDIUM,4.379529
1493,2021-07-26,20:58:31:461467,DC VOLTAGE,50V,MEDIUM,4.379564
1494,2021-07-26,20:58:36:471456,DC VOLTAGE,50V,MEDIUM,4.379622
1495,2021-07-26,20:58:41:478183,DC VOLTAGE,50V,MEDIUM,4.37948
1496,2021-07-26,20:58:46:487074,DC VOLTAGE,50V,MEDIUM,4.379565
1497,2021-07-26,20:58:51:502649,DC VOLTAGE,50V,MEDIUM,4.379535
1498,2021-07-26,20:58:56:516516,DC VOLTAGE,50V,MEDIUM,4.37954
1499,2021-07-26,20:59:01:532297,DC VOLTAGE,50V,MEDIUM,4.379427
1500,2021-07-26,20:59:06:537381,DC VOLTAGE,50V,MEDIUM,4.37951
1501,2021-07-26,20:59:11:548832,DC VOLTAGE,50V,MEDIUM,4.379515
1502,2021-07-26,20:59:16:562172,DC VOLTAGE,50V,MEDIUM,4.37957
1503,2021-07-26,20:59:21:570140,DC VOLTAGE,50V,MEDIUM,4.379505
1504,2021-07-26,20:59:26:577198,DC VOLTAGE,50V,MEDIUM,4.37961
1505,2021-07-26,20:59:31:586337,DC VOLTAGE,50V,MEDIUM,4.379625
1506,2021-07-26,20:59:36:593315,DC VOLTAGE,50V,MEDIUM,4.379858
1507,2021-07-26,20:59:41:608517,DC VOLTAGE,50V,MEDIUM,4.379589
1508,2021-07-26,20:59:46:617484,DC VOLTAGE,50V,MEDIUM,4.379649
1509,2021-07-26,20:59:51:633197,DC VOLTAGE,50V,MEDIUM,4.379516
1510,2021-07-26,20:59:56:648464,DC VOLTAGE,50V,MEDIUM,4.379378
1511,2021-07-26,21:00:01:663299,DC VOLTAGE,50V,MEDIUM,4.379941
1512,2021-07-26,21:00:06:675095,DC VOLTAGE,50V,MEDIUM,4.37959
1513,2021-07-26,21:00:11:681158,DC VOLTAGE,50V,MEDIUM,4.379688
1514,2021-07-26,21:00:16:691769,DC VOLTAGE,50V,MEDIUM,4.379724
1515,2021-07-26,21:00:21:701437,DC VOLTAGE,50V,MEDIUM,4.37951
1516,2021-07-26,21:00:26:704318,DC VOLTAGE,50V,MEDIUM,4.379762
1517,2021-07-26,21:00:31:715614,DC VOLTAGE,50V,MEDIUM,4.379597
1518,2021-07-26,21:00:36:727200,DC VOLTAGE,50V,MEDIUM,4.379801
1519,2021-07-26,21:00:41:739690,DC VOLTAGE,50V,MEDIUM,4.379836
1520,2021-07-26,21:00:46:746459,DC VOLTAGE,50V,MEDIUM,4.379657
1521,2021-07-26,21:00:51:755622,DC VOLTAGE,50V,MEDIUM,4.379671
1522,2021-07-26,21:00:56:770253,DC VOLTAGE,50V,MEDIUM,4.379574
1523,2021-07-26,21:01:01:783311,DC VOLTAGE,50V,MEDIUM,4.379697
1524,2021-07-26,21:01:06:795435,DC VOLTAGE,50V,MEDIUM,4.379678
1525,2021-07-26,21:01:11:810563,DC VOLTAGE,50V,MEDIUM,4.379854
1526,2021-07-26,21:01:16:824380,DC VOLTAGE,50V,MEDIUM,4.379737
1527,2021-07-26,21:01:21:837421,DC VOLTAGE,50V,MEDIUM,4.379699
1528,2021-07-26,21:01:26:848095,DC VOLTAGE,50V,MEDIUM,4.379599
1529,2021-07-26,21:01:31:854401,DC VOLTAGE,50V,MEDIUM,4.379848
1530,2021-07-26,21:01:36:871520,DC VOLTAGE,50V,MEDIUM,4.379501
1531,2021-07-26,21:01:41:887459,DC VOLTAGE,50V,MEDIUM,4.380038
1532,2021-07-26,21:01:46:894517,DC VOLTAGE,50V,MEDIUM,4.379784
1533,2021-07-26,21:01:51:900469,DC VOLTAGE,50V,MEDIUM,4.379821
1534,2021-07-26,21:01:56:915418,DC VOLTAGE,50V,MEDIUM,4.379881
1535,2021-07-26,21:02:01:918565,DC VOLTAGE,50V,MEDIUM,4.379923
1536,2021-07-26,21:02:06:927336,DC VOLTAGE,50V,MEDIUM,4.380038
1537,2021-07-26,21:02:11:944452,DC VOLTAGE,50V,MEDIUM,4.379492
1538,2021-07-26,21:02:16:950408,DC VOLTAGE,50V,MEDIUM,4.379855
1539,2021-07-26,21:02:21:952695,DC VOLTAGE,50V,MEDIUM,4.379608
1540,2021-07-26,21:02:26:960798,DC VOLTAGE,50V,MEDIUM,4.379611
1541,2021-07-26,21:02:31:978359,DC VOLTAGE,50V,MEDIUM,4.379757
1542,2021-07-26,21:02:36:994398,DC VOLTAGE,50V,MEDIUM,4.37969
1543,2021-07-26,21:02:42:009629,DC VOLTAGE,50V,MEDIUM,4.379749
1544,2021-07-26,21:02:47:016434,DC VOLTAGE,50V,MEDIUM,4.379759
1545,2021-07-26,21:02:52:028393,DC VOLTAGE,50V,MEDIUM,4.379834
1546,2021-07-26,21:02:57:035457,DC VOLTAGE,50V,MEDIUM,4.379673
1547,2021-07-26,21:03:02:040519,DC VOLTAGE,50V,MEDIUM,4.379709
1548,2021-07-26,21:03:07:047429,DC VOLTAGE,50V,MEDIUM,4.380066
1549,2021-07-26,21:03:12:063326,DC VOLTAGE,50V,MEDIUM,4.379892
1550,2021-07-26,21:03:17:067112,DC VOLTAGE,50V,MEDIUM,4.379887
1551,2021-07-26,21:03:22:070488,DC VOLTAGE,50V,MEDIUM,4.379781
1552,2021-07-26,21:03:27:079429,DC VOLTAGE,50V,MEDIUM,4.379934
1553,2021-07-26,21:03:32:094488,DC VOLTAGE,50V,MEDIUM,4.379844
1554,2021-07-26,21:03:37:098474,DC VOLTAGE,50V,MEDIUM,4.379909
1555,2021-07-26,21:03:42:110684,DC VOLTAGE,50V,MEDIUM,4.379816
1556,2021-07-26,21:03:47:118418,DC VOLTAGE,50V,MEDIUM,4.379764
1557,2021-07-26,21:03:52:125378,DC VOLTAGE,50V,MEDIUM,4.379781
1558,2021-07-26,21:03:57:128491,DC VOLTAGE,50V,MEDIUM,4.380106
1559,2021-07-26,21:04:02:139450,DC VOLTAGE,50V,MEDIUM,4.379888
1560,2021-07-26,21:04:07:152941,DC VOLTAGE,50V,MEDIUM,4.379534
1561,2021-07-26,21:04:12:167467,DC VOLTAGE,50V,MEDIUM,4.380102
1562,2021-07-26,21:04:17:171713,DC VOLTAGE,50V,MEDIUM,4.380213
1563,2021-07-26,21:04:22:175421,DC VOLTAGE,50V,MEDIUM,4.379655
1564,2021-07-26,21:04:27:190999,DC VOLTAGE,50V,MEDIUM,4.379755
1565,2021-07-26,21:04:32:198417,DC VOLTAGE,50V,MEDIUM,4.379922
1566,2021-07-26,21:04:37:213305,DC VOLTAGE,50V,MEDIUM,4.379905
1567,2021-07-26,21:04:42:228408,DC VOLTAGE,50V,MEDIUM,4.379807
1568,2021-07-26,21:04:47:233309,DC VOLTAGE,50V,MEDIUM,4.379847
1569,2021-07-26,21:04:52:238414,DC VOLTAGE,50V,MEDIUM,4.379829
1570,2021-07-26,21:04:57:255415,DC VOLTAGE,50V,MEDIUM,4.379884
1571,2021-07-26,21:05:02:270477,DC VOLTAGE,50V,MEDIUM,4.380113
1572,2021-07-26,21:05:07:282493,DC VOLTAGE,50V,MEDIUM,4.379955
1573,2021-07-26,21:05:12:288448,DC VOLTAGE,50V,MEDIUM,4.379978
1574,2021-07-26,21:05:17:293302,DC VOLTAGE,50V,MEDIUM,4.380011
1575,2021-07-26,21:05:22:306394,DC VOLTAGE,50V,MEDIUM,4.380045
1576,2021-07-26,21:05:27:316414,DC VOLTAGE,50V,MEDIUM,4.380168
1577,2021-07-26,21:05:32:332482,DC VOLTAGE,50V,MEDIUM,4.379841
1578,2021-07-26,21:05:37:342668,DC VOLTAGE,50V,MEDIUM,4.38006
1579,2021-07-26,21:05:42:348416,DC VOLTAGE,50V,MEDIUM,4.379994
1580,2021-07-26,21:05:47:351540,DC VOLTAGE,50V,MEDIUM,4.380037
1581,2021-07-26,21:05:52:368461,DC VOLTAGE,50V,MEDIUM,4.380164
1582,2021-07-26,21:05:57:382414,DC VOLTAGE,50V,MEDIUM,4.379806
1583,2021-07-26,21:06:02:397414,DC VOLTAGE,50V,MEDIUM,4.380069
1584,2021-07-26,21:06:07:403310,DC VOLTAGE,50V,MEDIUM,4.380173
1585,2021-07-26,21:06:12:417887,DC VOLTAGE,50V,MEDIUM,4.379981
1586,2021-07-26,21:06:17:428543,DC VOLTAGE,50V,MEDIUM,4.380095
1587,2021-07-26,21:06:22:440490,DC VOLTAGE,50V,MEDIUM,4.379992
1588,2021-07-26,21:06:27:450472,DC VOLTAGE,50V,MEDIUM,4.380175
1589,2021-07-26,21:06:32:455473,DC VOLTAGE,50V,MEDIUM,4.380024
1590,2021-07-26,21:06:37:462471,DC VOLTAGE,50V,MEDIUM,4.380119
1591,2021-07-26,21:06:42:480438,DC VOLTAGE,50V,MEDIUM,4.380297
1592,2021-07-26,21:06:47:494457,DC VOLTAGE,50V,MEDIUM,4.380025
1593,2021-07-26,21:06:52:508431,DC VOLTAGE,50V,MEDIUM,4.380273
1594,2021-07-26,21:06:57:511412,DC VOLTAGE,50V,MEDIUM,4.380283
1595,2021-07-26,21:07:02:528471,DC VOLTAGE,50V,MEDIUM,4.380139
1596,2021-07-26,21:07:07:542411,DC VOLTAGE,50V,MEDIUM,4.380627
1597,2021-07-26,21:07:12:545411,DC VOLTAGE,50V,MEDIUM,4.380105
1598,2021-07-26,21:07:17:557413,DC VOLTAGE,50V,MEDIUM,4.380097
1599,2021-07-26,21:07:22:564409,DC VOLTAGE,50V,MEDIUM,4.380078
1600,2021-07-26,21:07:27:575838,DC VOLTAGE,50V,MEDIUM,4.380451
1601,2021-07-26,21:07:32:588451,DC VOLTAGE,50V,MEDIUM,4.380198
1602,2021-07-26,21:07:37:597415,DC VOLTAGE,50V,MEDIUM,4.380152
1603,2021-07-26,21:07:42:614447,DC VOLTAGE,50V,MEDIUM,4.380369
1604,2021-07-26,21:07:47:626409,DC VOLTAGE,50V,MEDIUM,4.380215
1605,2021-07-26,21:07:52:630414,DC VOLTAGE,50V,MEDIUM,4.380188
1606,2021-07-26,21:07:57:646472,DC VOLTAGE,50V,MEDIUM,4.380187
1607,2021-07-26,21:08:02:651413,DC VOLTAGE,50V,MEDIUM,4.380363
1608,2021-07-26,21:08:07:668423,DC VOLTAGE,50V,MEDIUM,4.380317
1609,2021-07-26,21:08:12:680413,DC VOLTAGE,50V,MEDIUM,4.380284
1610,2021-07-26,21:08:17:693570,DC VOLTAGE,50V,MEDIUM,4.380277
1611,2021-07-26,21:08:22:707457,DC VOLTAGE,50V,MEDIUM,4.38001
1612,2021-07-26,21:08:27:721410,DC VOLTAGE,50V,MEDIUM,4.380419
1613,2021-07-26,21:08:32:734500,DC VOLTAGE,50V,MEDIUM,4.380545
1614,2021-07-26,21:08:37:737702,DC VOLTAGE,50V,MEDIUM,4.380322
1615,2021-07-26,21:08:42:750491,DC VOLTAGE,50V,MEDIUM,4.380409
1616,2021-07-26,21:08:47:754422,DC VOLTAGE,50V,MEDIUM,4.380333
1617,2021-07-26,21:08:52:766505,DC VOLTAGE,50V,MEDIUM,4.380412
1618,2021-07-26,21:08:57:771432,DC VOLTAGE,50V,MEDIUM,4.380351
1619,2021-07-26,21:09:02:786478,DC VOLTAGE,50V,MEDIUM,4.380374
1620,2021-07-26,21:09:07:802308,DC VOLTAGE,50V,MEDIUM,4.380263
1621,2021-07-26,21:09:12:817455,DC VOLTAGE,50V,MEDIUM,4.380414
1622,2021-07-26,21:09:17:821329,DC VOLTAGE,50V,MEDIUM,4.380419
1623,2021-07-26,21:09:22:832417,DC VOLTAGE,50V,MEDIUM,4.380366
1624,2021-07-26,21:09:27:842422,DC VOLTAGE,50V,MEDIUM,4.380185
1625,2021-07-26,21:09:32:855459,DC VOLTAGE,50V,MEDIUM,4.380505
1626,2021-07-26,21:09:37:867134,DC VOLTAGE,50V,MEDIUM,4.380285
1627,2021-07-26,21:09:42:872433,DC VOLTAGE,50V,MEDIUM,4.3805
1628,2021-07-26,21:09:47:877986,DC VOLTAGE,50V,MEDIUM,4.380404
1629,2021-07-26,21:09:52:894491,DC VOLTAGE,50V,MEDIUM,4.38049
1630,2021-07-26,21:09:57:908411,DC VOLTAGE,50V,MEDIUM,4.380783
1631,2021-07-26,21:10:02:915433,DC VOLTAGE,50V,MEDIUM,4.380623
1632,2021-07-26,21:10:07:924508,DC VOLTAGE,50V,MEDIUM,4.380551
1633,2021-07-26,21:10:12:934526,DC VOLTAGE,50V,MEDIUM,4.380504
1634,2021-07-26,21:10:17:951415,DC VOLTAGE,50V,MEDIUM,4.380826
1635,2021-07-26,21:10:22:955570,DC VOLTAGE,50V,MEDIUM,4.380618
1636,2021-07-26,21:10:27:965411,DC VOLTAGE,50V,MEDIUM,4.380616
1637,2021-07-26,21:10:32:979451,DC VOLTAGE,50V,MEDIUM,4.380446
1638,2021-07-26,21:10:37:986536,DC VOLTAGE,50V,MEDIUM,4.380446
1639,2021-07-26,21:10:43:000959,DC VOLTAGE,50V,MEDIUM,4.380667
1640,2021-07-26,21:10:48:018416,DC VOLTAGE,50V,MEDIUM,4.380618
1641,2021-07-26,21:10:53:035500,DC VOLTAGE,50V,MEDIUM,4.380708
1642,2021-07-26,21:10:58:041791,DC VOLTAGE,50V,MEDIUM,4.380732
1643,2021-07-26,21:11:03:046456,DC VOLTAGE,50V,MEDIUM,4.380723
