NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
325,2021-07-26,19:20:59:823138,DC VOLTAGE,50V,MEDIUM,4.277853
326,2021-07-26,19:21:04:836201,DC VOLTAGE,50V,MEDIUM,4.278298
327,2021-07-26,19:21:09:838991,DC VOLTAGE,50V,MEDIUM,4.278301
328,2021-07-26,19:21:14:845559,DC VOLTAGE,50V,MEDIUM,4.278783
329,2021-07-26,19:21:19:863303,DC VOLTAGE,50V,MEDIUM,4.278696
330,2021-07-26,19:21:24:877956,DC VOLTAGE,50V,MEDIUM,4.27917
331,2021-07-26,19:21:29:884389,DC VOLTAGE,50V,MEDIUM,4.279246
332,2021-07-26,19:21:34:887828,DC VOLTAGE,50V,MEDIUM,4.279437
333,2021-07-26,19:21:39:892856,DC VOLTAGE,50V,MEDIUM,4.279705
334,2021-07-26,19:21:44:896170,DC VOLTAGE,50V,MEDIUM,4.280033
335,2021-07-26,19:21:49:908474,DC VOLTAGE,50V,MEDIUM,4.280118
336,2021-07-26,19:21:54:922725,DC VOLTAGE,50V,MEDIUM,4.280149
337,2021-07-26,19:21:59:933921,DC VOLTAGE,50V,MEDIUM,4.280484
338,2021-07-26,19:22:04:938961,DC VOLTAGE,50V,MEDIUM,4.280747
339,2021-07-26,19:22:09:954766,DC VOLTAGE,50V,MEDIUM,4.281007
340,2021-07-26,19:22:14:956850,DC VOLTAGE,50V,MEDIUM,4.280961
341,2021-07-26,19:22:19:965970,DC VOLTAGE,50V,MEDIUM,4.281271
342,2021-07-26,19:22:24:983894,DC VOLTAGE,50V,MEDIUM,4.281283
343,2021-07-26,19:22:30:000206,DC VOLTAGE,50V,MEDIUM,4.281842
344,2021-07-26,19:22:35:012958,DC VOLTAGE,50V,MEDIUM,4.281964
345,2021-07-26,19:22:40:015963,DC VOLTAGE,50V,MEDIUM,4.282106
346,2021-07-26,19:22:45:021964,DC VOLTAGE,50V,MEDIUM,4.282314
347,2021-07-26,19:22:50:030984,DC VOLTAGE,50V,MEDIUM,4.2824
348,2021-07-26,19:22:55:037954,DC VOLTAGE,50V,MEDIUM,4.282806
349,2021-07-26,19:23:00:053326,DC VOLTAGE,50V,MEDIUM,4.282922
350,2021-07-26,19:23:05:069943,DC VOLTAGE,50V,MEDIUM,4.28294
351,2021-07-26,19:23:10:078050,DC VOLTAGE,50V,MEDIUM,4.283183
352,2021-07-26,19:23:15:085922,DC VOLTAGE,50V,MEDIUM,4.283524
353,2021-07-26,19:23:20:103295,DC VOLTAGE,50V,MEDIUM,4.283836
354,2021-07-26,19:23:25:105408,DC VOLTAGE,50V,MEDIUM,4.283885
355,2021-07-26,19:23:30:109188,DC VOLTAGE,50V,MEDIUM,4.284067
356,2021-07-26,19:23:35:121807,DC VOLTAGE,50V,MEDIUM,4.284267
357,2021-07-26,19:23:40:129759,DC VOLTAGE,50V,MEDIUM,4.284511
358,2021-07-26,19:23:45:134748,DC VOLTAGE,50V,MEDIUM,4.284759
359,2021-07-26,19:23:50:145270,DC VOLTAGE,50V,MEDIUM,4.284814
360,2021-07-26,19:23:55:154017,DC VOLTAGE,50V,MEDIUM,4.285238
361,2021-07-26,19:24:00:157940,DC VOLTAGE,50V,MEDIUM,4.285092
362,2021-07-26,19:24:05:168450,DC VOLTAGE,50V,MEDIUM,4.285494
363,2021-07-26,19:24:10:178483,DC VOLTAGE,50V,MEDIUM,4.28552
364,2021-07-26,19:24:15:186395,DC VOLTAGE,50V,MEDIUM,4.285729
365,2021-07-26,19:24:20:189942,DC VOLTAGE,50V,MEDIUM,4.286219
366,2021-07-26,19:24:25:197942,DC VOLTAGE,50V,MEDIUM,4.286372
367,2021-07-26,19:24:30:205367,DC VOLTAGE,50V,MEDIUM,4.286528
368,2021-07-26,19:24:35:220689,DC VOLTAGE,50V,MEDIUM,4.286678
369,2021-07-26,19:24:40:222999,DC VOLTAGE,50V,MEDIUM,4.28682
370,2021-07-26,19:24:45:237562,DC VOLTAGE,50V,MEDIUM,4.287282
371,2021-07-26,19:24:50:246401,DC VOLTAGE,50V,MEDIUM,4.28708
372,2021-07-26,19:24:55:252374,DC VOLTAGE,50V,MEDIUM,4.287362
373,2021-07-26,19:25:00:264408,DC VOLTAGE,50V,MEDIUM,4.287591
374,2021-07-26,19:25:05:279962,DC VOLTAGE,50V,MEDIUM,4.287967
375,2021-07-26,19:25:10:296418,DC VOLTAGE,50V,MEDIUM,4.288099
376,2021-07-26,19:25:15:310999,DC VOLTAGE,50V,MEDIUM,4.288048
377,2021-07-26,19:25:20:325453,DC VOLTAGE,50V,MEDIUM,4.288431
378,2021-07-26,19:25:25:341915,DC VOLTAGE,50V,MEDIUM,4.288548
379,2021-07-26,19:25:30:352565,DC VOLTAGE,50V,MEDIUM,4.288877
380,2021-07-26,19:25:35:357917,DC VOLTAGE,50V,MEDIUM,4.28908
381,2021-07-26,19:25:40:366980,DC VOLTAGE,50V,MEDIUM,4.28899
382,2021-07-26,19:25:45:376904,DC VOLTAGE,50V,MEDIUM,4.289466
383,2021-07-26,19:25:50:383291,DC VOLTAGE,50V,MEDIUM,4.289635
384,2021-07-26,19:25:55:389965,DC VOLTAGE,50V,MEDIUM,4.289618
385,2021-07-26,19:26:00:400663,DC VOLTAGE,50V,MEDIUM,4.289931
386,2021-07-26,19:26:05:413263,DC VOLTAGE,50V,MEDIUM,4.289929
387,2021-07-26,19:26:10:423287,DC VOLTAGE,50V,MEDIUM,4.290222
388,2021-07-26,19:26:15:441885,DC VOLTAGE,50V,MEDIUM,4.290204
389,2021-07-26,19:26:20:452941,DC VOLTAGE,50V,MEDIUM,4.290591
390,2021-07-26,19:26:25:459392,DC VOLTAGE,50V,MEDIUM,4.290895
391,2021-07-26,19:26:30:461954,DC VOLTAGE,50V,MEDIUM,4.29092
392,2021-07-26,19:26:35:465437,DC VOLTAGE,50V,MEDIUM,4.29127
393,2021-07-26,19:26:40:470274,DC VOLTAGE,50V,MEDIUM,4.291209
394,2021-07-26,19:26:45:486038,DC VOLTAGE,50V,MEDIUM,4.291582
395,2021-07-26,19:26:50:488813,DC VOLTAGE,50V,MEDIUM,4.291729
396,2021-07-26,19:26:55:494417,DC VOLTAGE,50V,MEDIUM,4.291876
397,2021-07-26,19:27:00:509954,DC VOLTAGE,50V,MEDIUM,4.29212
398,2021-07-26,19:27:05:527067,DC VOLTAGE,50V,MEDIUM,4.292319
399,2021-07-26,19:27:10:530846,DC VOLTAGE,50V,MEDIUM,4.29241
400,2021-07-26,19:27:15:536673,DC VOLTAGE,50V,MEDIUM,4.292789
401,2021-07-26,19:27:20:544307,DC VOLTAGE,50V,MEDIUM,4.29274
402,2021-07-26,19:27:25:553330,DC VOLTAGE,50V,MEDIUM,4.293251
403,2021-07-26,19:27:30:562599,DC VOLTAGE,50V,MEDIUM,4.29315
404,2021-07-26,19:27:35:566034,DC VOLTAGE,50V,MEDIUM,4.293304
405,2021-07-26,19:27:40:572326,DC VOLTAGE,50V,MEDIUM,4.2936
406,2021-07-26,19:27:45:581977,DC VOLTAGE,50V,MEDIUM,4.293801
407,2021-07-26,19:27:50:585141,DC VOLTAGE,50V,MEDIUM,4.293836
408,2021-07-26,19:27:55:598173,DC VOLTAGE,50V,MEDIUM,4.294136
409,2021-07-26,19:28:00:603110,DC VOLTAGE,50V,MEDIUM,4.294163
410,2021-07-26,19:28:05:607131,DC VOLTAGE,50V,MEDIUM,4.29435
411,2021-07-26,19:28:10:621971,DC VOLTAGE,50V,MEDIUM,4.294683
412,2021-07-26,19:28:15:629959,DC VOLTAGE,50V,MEDIUM,4.29471
413,2021-07-26,19:28:20:637944,DC VOLTAGE,50V,MEDIUM,4.294889
414,2021-07-26,19:28:25:651345,DC VOLTAGE,50V,MEDIUM,4.295107
415,2021-07-26,19:28:30:667409,DC VOLTAGE,50V,MEDIUM,4.295381
416,2021-07-26,19:28:35:685459,DC VOLTAGE,50V,MEDIUM,4.295516
417,2021-07-26,19:28:40:701936,DC VOLTAGE,50V,MEDIUM,4.295611
418,2021-07-26,19:28:45:711367,DC VOLTAGE,50V,MEDIUM,4.295715
419,2021-07-26,19:28:50:719236,DC VOLTAGE,50V,MEDIUM,4.295883
420,2021-07-26,19:28:55:725941,DC VOLTAGE,50V,MEDIUM,4.296167
421,2021-07-26,19:29:00:732439,DC VOLTAGE,50V,MEDIUM,4.296295
422,2021-07-26,19:29:05:743274,DC VOLTAGE,50V,MEDIUM,4.296428
423,2021-07-26,19:29:10:759442,DC VOLTAGE,50V,MEDIUM,4.296804
424,2021-07-26,19:29:15:773949,DC VOLTAGE,50V,MEDIUM,4.296997
425,2021-07-26,19:29:20:784429,DC VOLTAGE,50V,MEDIUM,4.297151
426,2021-07-26,19:29:25:799782,DC VOLTAGE,50V,MEDIUM,4.297338
427,2021-07-26,19:29:30:808706,DC VOLTAGE,50V,MEDIUM,4.297449
428,2021-07-26,19:29:35:818481,DC VOLTAGE,50V,MEDIUM,4.29772
429,2021-07-26,19:29:40:832397,DC VOLTAGE,50V,MEDIUM,4.297661
430,2021-07-26,19:29:45:840324,DC VOLTAGE,50V,MEDIUM,4.297989
431,2021-07-26,19:29:50:847967,DC VOLTAGE,50V,MEDIUM,4.298182
432,2021-07-26,19:29:55:855787,DC VOLTAGE,50V,MEDIUM,4.298354
433,2021-07-26,19:30:00:872252,DC VOLTAGE,50V,MEDIUM,4.298529
434,2021-07-26,19:30:05:887011,DC VOLTAGE,50V,MEDIUM,4.298487
435,2021-07-26,19:30:10:896356,DC VOLTAGE,50V,MEDIUM,4.298858
436,2021-07-26,19:30:15:897093,DC VOLTAGE,50V,MEDIUM,4.298722
437,2021-07-26,19:30:20:909926,DC VOLTAGE,50V,MEDIUM,4.299172
438,2021-07-26,19:30:25:925343,DC VOLTAGE,50V,MEDIUM,4.299271
439,2021-07-26,19:30:30:937471,DC VOLTAGE,50V,MEDIUM,4.299442
440,2021-07-26,19:30:35:944949,DC VOLTAGE,50V,MEDIUM,4.299752
441,2021-07-26,19:30:40:953064,DC VOLTAGE,50V,MEDIUM,4.299719
442,2021-07-26,19:30:45:965306,DC VOLTAGE,50V,MEDIUM,4.299972
443,2021-07-26,19:30:50:976952,DC VOLTAGE,50V,MEDIUM,4.299877
444,2021-07-26,19:30:55:991133,DC VOLTAGE,50V,MEDIUM,4.300233
445,2021-07-26,19:31:01:000842,DC VOLTAGE,50V,MEDIUM,4.300372
446,2021-07-26,19:31:06:007558,DC VOLTAGE,50V,MEDIUM,4.300693
447,2021-07-26,19:31:11:012866,DC VOLTAGE,50V,MEDIUM,4.300783
448,2021-07-26,19:31:16:030011,DC VOLTAGE,50V,MEDIUM,4.301092
449,2021-07-26,19:31:21:032406,DC VOLTAGE,50V,MEDIUM,4.300924
450,2021-07-26,19:31:26:047032,DC VOLTAGE,50V,MEDIUM,4.301145
451,2021-07-26,19:31:31:061793,DC VOLTAGE,50V,MEDIUM,4.301611
452,2021-07-26,19:31:36:077936,DC VOLTAGE,50V,MEDIUM,4.30167
453,2021-07-26,19:31:41:088463,DC VOLTAGE,50V,MEDIUM,4.301596
454,2021-07-26,19:31:46:091357,DC VOLTAGE,50V,MEDIUM,4.301779
455,2021-07-26,19:31:51:108273,DC VOLTAGE,50V,MEDIUM,4.302041
456,2021-07-26,19:31:56:125210,DC VOLTAGE,50V,MEDIUM,4.302002
457,2021-07-26,19:32:01:138031,DC VOLTAGE,50V,MEDIUM,4.302516
458,2021-07-26,19:32:06:140840,DC VOLTAGE,50V,MEDIUM,4.302574
459,2021-07-26,19:32:11:151511,DC VOLTAGE,50V,MEDIUM,4.302777
460,2021-07-26,19:32:16:159993,DC VOLTAGE,50V,MEDIUM,4.303094
461,2021-07-26,19:32:21:176373,DC VOLTAGE,50V,MEDIUM,4.303096
462,2021-07-26,19:32:26:189958,DC VOLTAGE,50V,MEDIUM,4.303269
463,2021-07-26,19:32:31:197936,DC VOLTAGE,50V,MEDIUM,4.303579
464,2021-07-26,19:32:36:204410,DC VOLTAGE,50V,MEDIUM,4.303581
465,2021-07-26,19:32:41:209884,DC VOLTAGE,50V,MEDIUM,4.303717
466,2021-07-26,19:32:46:222990,DC VOLTAGE,50V,MEDIUM,4.303866
467,2021-07-26,19:32:51:233296,DC VOLTAGE,50V,MEDIUM,4.303905
468,2021-07-26,19:32:56:237958,DC VOLTAGE,50V,MEDIUM,4.303885
469,2021-07-26,19:33:01:245949,DC VOLTAGE,50V,MEDIUM,4.304179
470,2021-07-26,19:33:06:253942,DC VOLTAGE,50V,MEDIUM,4.30437
471,2021-07-26,19:33:11:264845,DC VOLTAGE,50V,MEDIUM,4.304576
472,2021-07-26,19:33:16:279988,DC VOLTAGE,50V,MEDIUM,4.304901
473,2021-07-26,19:33:21:287176,DC VOLTAGE,50V,MEDIUM,4.304903
474,2021-07-26,19:33:26:301916,DC VOLTAGE,50V,MEDIUM,4.30529
475,2021-07-26,19:33:31:310277,DC VOLTAGE,50V,MEDIUM,4.305287
476,2021-07-26,19:33:36:324896,DC VOLTAGE,50V,MEDIUM,4.305258
477,2021-07-26,19:33:41:328003,DC VOLTAGE,50V,MEDIUM,4.305568
478,2021-07-26,19:33:46:342041,DC VOLTAGE,50V,MEDIUM,4.305695
479,2021-07-26,19:33:51:357925,DC VOLTAGE,50V,MEDIUM,4.305755
480,2021-07-26,19:33:56:372880,DC VOLTAGE,50V,MEDIUM,4.306105
481,2021-07-26,19:34:01:385306,DC VOLTAGE,50V,MEDIUM,4.306044
482,2021-07-26,19:34:06:401898,DC VOLTAGE,50V,MEDIUM,4.306366
483,2021-07-26,19:34:11:407016,DC VOLTAGE,50V,MEDIUM,4.306513
484,2021-07-26,19:34:16:413936,DC VOLTAGE,50V,MEDIUM,4.306663
485,2021-07-26,19:34:21:417817,DC VOLTAGE,50V,MEDIUM,4.306651
486,2021-07-26,19:34:26:424434,DC VOLTAGE,50V,MEDIUM,4.306894
487,2021-07-26,19:34:31:431900,DC VOLTAGE,50V,MEDIUM,4.306839
488,2021-07-26,19:34:36:436412,DC VOLTAGE,50V,MEDIUM,4.307051
489,2021-07-26,19:34:41:444462,DC VOLTAGE,50V,MEDIUM,4.307425
490,2021-07-26,19:34:46:448792,DC VOLTAGE,50V,MEDIUM,4.307598
491,2021-07-26,19:34:51:462279,DC VOLTAGE,50V,MEDIUM,4.307675
492,2021-07-26,19:34:56:479059,DC VOLTAGE,50V,MEDIUM,4.307635
493,2021-07-26,19:35:01:494452,DC VOLTAGE,50V,MEDIUM,4.307825
494,2021-07-26,19:35:06:510364,DC VOLTAGE,50V,MEDIUM,4.307941
495,2021-07-26,19:35:11:519016,DC VOLTAGE,50V,MEDIUM,4.308322
496,2021-07-26,19:35:16:524309,DC VOLTAGE,50V,MEDIUM,4.308427
497,2021-07-26,19:35:21:541487,DC VOLTAGE,50V,MEDIUM,4.308729
498,2021-07-26,19:35:26:557948,DC VOLTAGE,50V,MEDIUM,4.30876
499,2021-07-26,19:35:31:565443,DC VOLTAGE,50V,MEDIUM,4.308682
500,2021-07-26,19:35:36:576037,DC VOLTAGE,50V,MEDIUM,4.309082
501,2021-07-26,19:35:41:590532,DC VOLTAGE,50V,MEDIUM,4.309084
502,2021-07-26,19:35:46:595447,DC VOLTAGE,50V,MEDIUM,4.309058
503,2021-07-26,19:35:51:600576,DC VOLTAGE,50V,MEDIUM,4.309382
504,2021-07-26,19:35:56:608940,DC VOLTAGE,50V,MEDIUM,4.309594
505,2021-07-26,19:36:01:616921,DC VOLTAGE,50V,MEDIUM,4.30972
506,2021-07-26,19:36:06:622951,DC VOLTAGE,50V,MEDIUM,4.309875
507,2021-07-26,19:36:11:638537,DC VOLTAGE,50V,MEDIUM,4.310075
508,2021-07-26,19:36:16:655623,DC VOLTAGE,50V,MEDIUM,4.310102
509,2021-07-26,19:36:21:669497,DC VOLTAGE,50V,MEDIUM,4.310359
510,2021-07-26,19:36:26:680573,DC VOLTAGE,50V,MEDIUM,4.310398
511,2021-07-26,19:36:31:691011,DC VOLTAGE,50V,MEDIUM,4.310376
512,2021-07-26,19:36:36:703292,DC VOLTAGE,50V,MEDIUM,4.310573
513,2021-07-26,19:36:41:709952,DC VOLTAGE,50V,MEDIUM,4.31076
514,2021-07-26,19:36:46:716354,DC VOLTAGE,50V,MEDIUM,4.310825
515,2021-07-26,19:36:51:724424,DC VOLTAGE,50V,MEDIUM,4.310995
516,2021-07-26,19:36:56:733915,DC VOLTAGE,50V,MEDIUM,4.31121
517,2021-07-26,19:37:01:748056,DC VOLTAGE,50V,MEDIUM,4.311416
518,2021-07-26,19:37:06:752283,DC VOLTAGE,50V,MEDIUM,4.311419
519,2021-07-26,19:37:11:758955,DC VOLTAGE,50V,MEDIUM,4.311573
520,2021-07-26,19:37:16:772937,DC VOLTAGE,50V,MEDIUM,4.31169
521,2021-07-26,19:37:21:789645,DC VOLTAGE,50V,MEDIUM,4.312036
522,2021-07-26,19:37:26:794179,DC VOLTAGE,50V,MEDIUM,4.31207
523,2021-07-26,19:37:31:806677,DC VOLTAGE,50V,MEDIUM,4.312074
524,2021-07-26,19:37:36:811992,DC VOLTAGE,50V,MEDIUM,4.312441
525,2021-07-26,19:37:41:828421,DC VOLTAGE,50V,MEDIUM,4.312377
526,2021-07-26,19:37:46:839727,DC VOLTAGE,50V,MEDIUM,4.312466
527,2021-07-26,19:37:51:853445,DC VOLTAGE,50V,MEDIUM,4.312676
528,2021-07-26,19:37:56:855993,DC VOLTAGE,50V,MEDIUM,4.312822
529,2021-07-26,19:38:01:869934,DC VOLTAGE,50V,MEDIUM,4.312868
530,2021-07-26,19:38:06:887031,DC VOLTAGE,50V,MEDIUM,4.313004
531,2021-07-26,19:38:11:899658,DC VOLTAGE,50V,MEDIUM,4.313227
532,2021-07-26,19:38:16:911155,DC VOLTAGE,50V,MEDIUM,4.313334
533,2021-07-26,19:38:21:927945,DC VOLTAGE,50V,MEDIUM,4.313645
534,2021-07-26,19:38:26:941945,DC VOLTAGE,50V,MEDIUM,4.313802
535,2021-07-26,19:38:31:957414,DC VOLTAGE,50V,MEDIUM,4.313722
536,2021-07-26,19:38:36:965430,DC VOLTAGE,50V,MEDIUM,4.313735
537,2021-07-26,19:38:41:974341,DC VOLTAGE,50V,MEDIUM,4.314015
538,2021-07-26,19:38:46:988835,DC VOLTAGE,50V,MEDIUM,4.314209
539,2021-07-26,19:38:52:002342,DC VOLTAGE,50V,MEDIUM,4.314488
540,2021-07-26,19:38:57:015490,DC VOLTAGE,50V,MEDIUM,4.314291
541,2021-07-26,19:39:02:028416,DC VOLTAGE,50V,MEDIUM,4.314528
542,2021-07-26,19:39:07:041978,DC VOLTAGE,50V,MEDIUM,4.314543
543,2021-07-26,19:39:12:049024,DC VOLTAGE,50V,MEDIUM,4.314773
544,2021-07-26,19:39:17:062906,DC VOLTAGE,50V,MEDIUM,4.314916
545,2021-07-26,19:39:22:075618,DC VOLTAGE,50V,MEDIUM,4.315151
546,2021-07-26,19:39:27:083316,DC VOLTAGE,50V,MEDIUM,4.315169
547,2021-07-26,19:39:32:090437,DC VOLTAGE,50V,MEDIUM,4.315618
548,2021-07-26,19:39:37:094324,DC VOLTAGE,50V,MEDIUM,4.315331
549,2021-07-26,19:39:42:101279,DC VOLTAGE,50V,MEDIUM,4.315465
550,2021-07-26,19:39:47:110220,DC VOLTAGE,50V,MEDIUM,4.315618
551,2021-07-26,19:39:52:120996,DC VOLTAGE,50V,MEDIUM,4.31581
552,2021-07-26,19:39:57:130625,DC VOLTAGE,50V,MEDIUM,4.315867
553,2021-07-26,19:40:02:140646,DC VOLTAGE,50V,MEDIUM,4.315975
554,2021-07-26,19:40:07:146574,DC VOLTAGE,50V,MEDIUM,4.316132
555,2021-07-26,19:40:12:153317,DC VOLTAGE,50V,MEDIUM,4.316106
556,2021-07-26,19:40:17:158225,DC VOLTAGE,50V,MEDIUM,4.3161
557,2021-07-26,19:40:22:162132,DC VOLTAGE,50V,MEDIUM,4.316536
558,2021-07-26,19:40:27:169564,DC VOLTAGE,50V,MEDIUM,4.316745
559,2021-07-26,19:40:32:174959,DC VOLTAGE,50V,MEDIUM,4.316817
560,2021-07-26,19:40:37:187514,DC VOLTAGE,50V,MEDIUM,4.317015
561,2021-07-26,19:40:42:203300,DC VOLTAGE,50V,MEDIUM,4.317276
562,2021-07-26,19:40:47:208541,DC VOLTAGE,50V,MEDIUM,4.31705
563,2021-07-26,19:40:52:223014,DC VOLTAGE,50V,MEDIUM,4.317187
564,2021-07-26,19:40:57:229871,DC VOLTAGE,50V,MEDIUM,4.317422
565,2021-07-26,19:41:02:246441,DC VOLTAGE,50V,MEDIUM,4.31766
566,2021-07-26,19:41:07:260423,DC VOLTAGE,50V,MEDIUM,4.317629
567,2021-07-26,19:41:12:269923,DC VOLTAGE,50V,MEDIUM,4.317655
568,2021-07-26,19:41:17:274421,DC VOLTAGE,50V,MEDIUM,4.318055
569,2021-07-26,19:41:22:285936,DC VOLTAGE,50V,MEDIUM,4.317987
570,2021-07-26,19:41:27:293329,DC VOLTAGE,50V,MEDIUM,4.318128
571,2021-07-26,19:41:32:301933,DC VOLTAGE,50V,MEDIUM,4.318256
572,2021-07-26,19:41:37:307257,DC VOLTAGE,50V,MEDIUM,4.318245
573,2021-07-26,19:41:42:317983,DC VOLTAGE,50V,MEDIUM,4.318457
574,2021-07-26,19:41:47:320256,DC VOLTAGE,50V,MEDIUM,4.318677
575,2021-07-26,19:41:52:324418,DC VOLTAGE,50V,MEDIUM,4.318743
576,2021-07-26,19:41:57:330458,DC VOLTAGE,50V,MEDIUM,4.318726
577,2021-07-26,19:42:02:333825,DC VOLTAGE,50V,MEDIUM,4.319118
578,2021-07-26,19:42:07:344430,DC VOLTAGE,50V,MEDIUM,4.319198
579,2021-07-26,19:42:12:348526,DC VOLTAGE,50V,MEDIUM,4.319439
580,2021-07-26,19:42:17:360863,DC VOLTAGE,50V,MEDIUM,4.319453
581,2021-07-26,19:42:22:375384,DC VOLTAGE,50V,MEDIUM,4.319517
582,2021-07-26,19:42:27:389959,DC VOLTAGE,50V,MEDIUM,4.319607
583,2021-07-26,19:42:32:404423,DC VOLTAGE,50V,MEDIUM,4.319695
584,2021-07-26,19:42:37:415490,DC VOLTAGE,50V,MEDIUM,4.320185
585,2021-07-26,19:42:42:429940,DC VOLTAGE,50V,MEDIUM,4.320031
586,2021-07-26,19:42:47:437856,DC VOLTAGE,50V,MEDIUM,4.320235
587,2021-07-26,19:42:52:454417,DC VOLTAGE,50V,MEDIUM,4.32004
588,2021-07-26,19:42:57:457276,DC VOLTAGE,50V,MEDIUM,4.320295
589,2021-07-26,19:43:02:460828,DC VOLTAGE,50V,MEDIUM,4.320541
590,2021-07-26,19:43:07:468080,DC VOLTAGE,50V,MEDIUM,4.320569
591,2021-07-26,19:43:12:473595,DC VOLTAGE,50V,MEDIUM,4.320536
592,2021-07-26,19:43:17:478387,DC VOLTAGE,50V,MEDIUM,4.320694
593,2021-07-26,19:43:22:492966,DC VOLTAGE,50V,MEDIUM,4.320957
594,2021-07-26,19:43:27:501886,DC VOLTAGE,50V,MEDIUM,4.320842
595,2021-07-26,19:43:32:510936,DC VOLTAGE,50V,MEDIUM,4.321152
596,2021-07-26,19:43:37:515010,DC VOLTAGE,50V,MEDIUM,4.321403
597,2021-07-26,19:43:42:530158,DC VOLTAGE,50V,MEDIUM,4.321409
598,2021-07-26,19:43:47:544404,DC VOLTAGE,50V,MEDIUM,4.321327
599,2021-07-26,19:43:52:557447,DC VOLTAGE,50V,MEDIUM,4.321668
600,2021-07-26,19:43:57:574414,DC VOLTAGE,50V,MEDIUM,4.321554
601,2021-07-26,19:44:02:585366,DC VOLTAGE,50V,MEDIUM,4.321645
602,2021-07-26,19:44:07:596388,DC VOLTAGE,50V,MEDIUM,4.322025
603,2021-07-26,19:44:12:608004,DC VOLTAGE,50V,MEDIUM,4.322024
604,2021-07-26,19:44:17:615932,DC VOLTAGE,50V,MEDIUM,4.321967
605,2021-07-26,19:44:22:624404,DC VOLTAGE,50V,MEDIUM,4.322299
606,2021-07-26,19:44:27:629919,DC VOLTAGE,50V,MEDIUM,4.322437
607,2021-07-26,19:44:32:636893,DC VOLTAGE,50V,MEDIUM,4.322443
608,2021-07-26,19:44:37:640530,DC VOLTAGE,50V,MEDIUM,4.322683
609,2021-07-26,19:44:42:650178,DC VOLTAGE,50V,MEDIUM,4.322813
610,2021-07-26,19:44:47:660864,DC VOLTAGE,50V,MEDIUM,4.322894
611,2021-07-26,19:44:52:676480,DC VOLTAGE,50V,MEDIUM,4.322759
612,2021-07-26,19:44:57:679766,DC VOLTAGE,50V,MEDIUM,4.323136
613,2021-07-26,19:45:02:696212,DC VOLTAGE,50V,MEDIUM,4.323196
614,2021-07-26,19:45:07:707454,DC VOLTAGE,50V,MEDIUM,4.32342
615,2021-07-26,19:45:12:721948,DC VOLTAGE,50V,MEDIUM,4.323482
616,2021-07-26,19:45:17:732259,DC VOLTAGE,50V,MEDIUM,4.323465
617,2021-07-26,19:45:22:737096,DC VOLTAGE,50V,MEDIUM,4.32353
618,2021-07-26,19:45:27:740129,DC VOLTAGE,50V,MEDIUM,4.323925
619,2021-07-26,19:45:32:756566,DC VOLTAGE,50V,MEDIUM,4.323698
620,2021-07-26,19:45:37:766134,DC VOLTAGE,50V,MEDIUM,4.323994
621,2021-07-26,19:45:42:771508,DC VOLTAGE,50V,MEDIUM,4.323885
622,2021-07-26,19:45:47:777091,DC VOLTAGE,50V,MEDIUM,4.324182
623,2021-07-26,19:45:52:787411,DC VOLTAGE,50V,MEDIUM,4.324337
624,2021-07-26,19:45:57:792961,DC VOLTAGE,50V,MEDIUM,4.324277
625,2021-07-26,19:46:02:797927,DC VOLTAGE,50V,MEDIUM,4.324479
626,2021-07-26,19:46:07:807048,DC VOLTAGE,50V,MEDIUM,4.324707
627,2021-07-26,19:46:12:815717,DC VOLTAGE,50V,MEDIUM,4.32497
628,2021-07-26,19:46:17:821928,DC VOLTAGE,50V,MEDIUM,4.324953
629,2021-07-26,19:46:22:827488,DC VOLTAGE,50V,MEDIUM,4.325106
630,2021-07-26,19:46:27:844542,DC VOLTAGE,50V,MEDIUM,4.324959
631,2021-07-26,19:46:32:849500,DC VOLTAGE,50V,MEDIUM,4.324815
632,2021-07-26,19:46:37:861429,DC VOLTAGE,50V,MEDIUM,4.325494
633,2021-07-26,19:46:42:877833,DC VOLTAGE,50V,MEDIUM,4.325356
634,2021-07-26,19:46:47:880190,DC VOLTAGE,50V,MEDIUM,4.32538
635,2021-07-26,19:46:52:894918,DC VOLTAGE,50V,MEDIUM,4.325603
636,2021-07-26,19:46:57:901999,DC VOLTAGE,50V,MEDIUM,4.325962
637,2021-07-26,19:47:02:904428,DC VOLTAGE,50V,MEDIUM,4.325735
638,2021-07-26,19:47:07:917991,DC VOLTAGE,50V,MEDIUM,4.325705
639,2021-07-26,19:47:12:926926,DC VOLTAGE,50V,MEDIUM,4.325987
640,2021-07-26,19:47:17:933073,DC VOLTAGE,50V,MEDIUM,4.325943
641,2021-07-26,19:47:22:941946,DC VOLTAGE,50V,MEDIUM,4.326079
642,2021-07-26,19:47:27:944403,DC VOLTAGE,50V,MEDIUM,4.326378
643,2021-07-26,19:47:32:957823,DC VOLTAGE,50V,MEDIUM,4.326622
644,2021-07-26,19:47:37:971624,DC VOLTAGE,50V,MEDIUM,4.326298
645,2021-07-26,19:47:42:987365,DC VOLTAGE,50V,MEDIUM,4.326594
646,2021-07-26,19:47:47:998017,DC VOLTAGE,50V,MEDIUM,4.326653
647,2021-07-26,19:47:53:014430,DC VOLTAGE,50V,MEDIUM,4.326891
648,2021-07-26,19:47:58:029916,DC VOLTAGE,50V,MEDIUM,4.32694
